owner,nftMint,stakedDate
CQRSkwkLPpA9J1kjuFyHosxzHk81pExbnSLMtz7YcqiR,Ag9vuhwqkWyaegems6SiP86D27QhN9YkLMszRsD5VsYT,1693547867
79Siyegda3y6bpQoUkCLNXo335ucEzGUf6YTrCXQMKrG,JBWrZVC5LnatsLtLnX9JsmGNgAzy7Yb8NGi1xJfakyKL,1699714276
J7jARqHTQ3Mv6fAiqqoL3yTEzBqzBRYZms64R1opCxqv,AXe1LM3tknxciKS5J77dngRmM4tszdUEQH42sNDLZhxw,1699003324
6DVPDHHa4nfovLonTQadmcJWiUCBKTcWiJNojUSFewe9,F7djJL6U2pZ9ZmZCKMPkahCL8gWHwmebXGu57LAiB83,1699725703
EcVN6E4Kxh2Zxo2K1sD3PSwZGFXgr53kyB4uNiwshyrM,BE267RpQTea6er8pWkuEyp4t4brLaoU6jZs3BWL4RZ5k,1699377402
3AyYcfqUP3mtBedwvRiTHHxKDrLakG1oKkYyaWVXqgCB,2rZbavyfi8SokXQxQjeiUoNU56ivq2vGwW61EKzZrwfA,1699665995
5GHMPskpm21G3efYZRoHrCgYZKNTSkMMBVY3vne7PUQm,C6qNBVn694LCeaqPntnGDDAdXAeAPvCydtNEEQxEqorW,1694474806
DzQiYReNKLMXDgkeMYstZwAhCZaPZJpmEKzFvVWAoxa9,i17pvNF2efSeTBsUDWrAXJsX7y6pvvy5sn6VbvS7wvk,1693512252
2VjvppBnF7wpQ6DcKsDM9i4dsnNM52KTyVceGL2HA7P8,Kb367v4Y9jvnzJ1mkJWSQyCcD2pZB3RDc8HUPSceo9n,1695497130
DSgBcw2SkF9dURUiLHnW6VNg3o9ZKK1vo7j5iTSMRwT2,7QkjJUSWPZptgEyKTTnSnLzKZhsoXo5aqCtDukqfVC1V,1693514426
5ZVsYqurG8NnwBQQytWPcY8eDF8Rry2bxzQvJTQUtwqG,4veEUFQVZKJhfj75awJwgeGcZMimEKeMFPumR25ArQbf,1693526964
6w3fj2LWt6Kx3fBTSGRTxi3a4PTSN6SoFk7QpMwqkAS7,CCGXXhojappoHWcJjDGNNNiVH4GhUUNuZPfLQSY43SpM,1699000332
BZGJVp65x4DHSSCBdwQi6VDvpSGPwPDoR5zEjJG37XJE,BqD5qV2i6Zp9r7TneMJHemX7qicMWdUhov9SmA9HSouL,1693508757
FtXJu4HD2ePD7P9JLF1GPEusFEx71ukEC5jZeoYhuQPd,ZQLLQQXeZkiaiWT7dKrb7ZdCfGThR5F7wsK8t9EqbUL,1693509041
