owner,nftMint,stakedDate
2HfacxGcZgyNKazQg8zAJoTPaWbeh45t7Px629KZPrgy,BgXsvVNV8mDrPeEj6mnpH7oZyG3i1wuw2KyKc5xyknTG,1702079208
2hHaBgKkDYMzxQdGqZTBHBDPXuoMPqf6Y7bKXZZDQ96g,6VtGLTu84vrJmr3Qfp8TqvciekUX7M3aNooFcqaug52v,1694508810
2HPrbPnyCVad2XRV532FJpM6CXkq6nm21SP3orwDp9Kj,6ek7hoPRxtbrhCzC24Tor8LYNgn8sNgFtNkuzbafXGFr,1700927859
2hswQhDdB9Pdhmrara8HPMfP6fdV5yWkNdqrSCTpY9cY,4r1qiNKT6S3SRZTAq86ZL2KgrG1XzhcoMPy7yWrHZ164,1709428962
2Hw5dLGvUZmpfQnMhijJ5mWR3cTLDLRMLyHG2KmGceKX,6btb2wD4sNoqe95YnUu7dEzC8tY3s87qj1XMuYfasCRV,1703413728
2HZ8YYWLFnWyY5FCH6DCuv6AzvwD7zzgyxJWzkGiPpTT,2HdNMBcSUjb71HExkqN75uqnFUsrd7zwvmf4dEXJskRT,1704585562
2ibiXo3k1Ek93LSW513om5QFCXULwtGLCfvYY2TJpVsG,HbphPQmJYNka7UZ63F6MT7j31GHMB7jDchDei5ueuTEw,1712599202
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,2LaY5GDaZjEVA41VdKcVVs1NgBWh1C2sV311rhq4kj22,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,FbjU5JktMXoANDtCsGKgRCWf9nqH7vJZ3RZshDdp3hNY,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,B6t1JiKeWgU72vk3GsW4JkZB2Q5sif5FbmEFAxYWj9TD,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,4iJa7b5Cn4zCwKyf2EFGgjpxQARPac6UFjgFa2TEFBqh,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,4wMwzLJsiyU9MN7CyzqFZSPZ9eviHShkmLgMWqxH6fVz,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,2gux6P5XtmWeqcfGA3owjxibCYubqonMr92iDb5vNh7R,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,5Y748W5W1U5j7hgpQLXNMANpMFoEfvq369LvsU61cMz5,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,BaBkh6VCeXbJBBTMvHVHQhm7U8RpBvRJhqcNsqoHE2Un,1693532906
2iMBvYsRjMZkborfH5zyeu9fXPrQWVf8AWbenmPZxYpV,7PEPwFsQZ4B2d4UfaFtHbugwG8kfrGhfNFRk95o3mo9B,1693532906
